# r(Angstrom) g(r)
1.027543000000000006e+01 9.994949858940080922e-01
1.030546999999999969e+01 9.986911911627438521e-01
1.033552000000000071e+01 9.982624983798071838e-01
1.036556000000000033e+01 9.981924687543722863e-01
1.039560999999999957e+01 9.983791434296386269e-01
1.042564999999999920e+01 9.986564291082160594e-01
1.045570000000000022e+01 9.988295160368573233e-01
1.048573999999999984e+01 9.987140668702069179e-01
1.051579000000000086e+01 9.981751290299999413e-01
1.054583000000000048e+01 9.971579082847786824e-01
1.057587999999999973e+01 9.957005777045326855e-01
1.060591999999999935e+01 9.939320152474820924e-01
1.063597000000000037e+01 9.920514303895736630e-01
1.066600999999999999e+01 9.902947272362960796e-01
1.069605999999999923e+01 9.888939947328629909e-01
1.072610000000000063e+01 9.880363698046370491e-01
1.075614999999999988e+01 9.878327728562995569e-01
1.078618999999999950e+01 9.882967527568158328e-01
1.081624000000000052e+01 9.893424745215724236e-01
1.084628000000000014e+01 9.908001402608915820e-01
1.087632999999999939e+01 9.924429728327625044e-01
1.090637000000000079e+01 9.940263026906327459e-01
1.093642000000000003e+01 9.953265922151174339e-01
1.096645999999999965e+01 9.961769305455296930e-01
1.099651000000000067e+01 9.964911367951666543e-01
1.102655000000000030e+01 9.962743884861361421e-01
1.105659999999999954e+01 9.956165885095560331e-01
1.108663999999999916e+01 9.946733777419979328e-01
1.111669000000000018e+01 9.936365552648616095e-01
1.114672999999999981e+01 9.926991821700412721e-01
1.117678000000000083e+01 9.920247535561597108e-01
1.120682000000000045e+01 9.917210721009944718e-01
1.123686999999999969e+01 9.918280188367025740e-01
1.126690999999999931e+01 9.923166584849770766e-01
1.129696000000000033e+01 9.931008211472136527e-01
1.132699999999999996e+01 9.940581023565475682e-01
1.135704999999999920e+01 9.950561713134812303e-01
1.138709000000000060e+01 9.959777910032032722e-01
1.141713999999999984e+01 9.967423422339143357e-01
1.144717999999999947e+01 9.973161251378717118e-01
1.147723000000000049e+01 9.977151093593915610e-01
1.150727000000000011e+01 9.979961536986757809e-01
1.153731999999999935e+01 9.982403123408711831e-01
1.156736000000000075e+01 9.985337355925284486e-01
1.159741000000000000e+01 9.989470318502509105e-01
1.162744999999999962e+01 9.995190659480398532e-01
1.165750000000000064e+01 1.000249201709662250e+00
1.168754000000000026e+01 1.001096964362062636e+00
1.171758999999999951e+01 1.001990768236479257e+00
1.174762999999999913e+01 1.002841365516347061e+00
1.177768000000000015e+01 1.003562164106119425e+00
1.180771999999999977e+01 1.004083853651939862e+00
1.183777000000000079e+01 1.004369933584996710e+00
1.186781000000000041e+01 1.004421703673718191e+00
1.189785999999999966e+01 1.004278006819199209e+00
1.192789999999999928e+01 1.004006054340541132e+00
1.195795000000000030e+01 1.003687484993476042e+00
1.198798999999999992e+01 1.003400346028811452e+00
1.201803999999999917e+01 1.003205379021344656e+00
1.204808000000000057e+01 1.003131173905085438e+00
1.207812999999999981e+01 1.003170967681732861e+00
1.210816999999999943e+01 1.003283023209287750e+00
1.213822000000000045e+01 1.003401967559238939e+00
1.216826000000000008e+01 1.003451296551843397e+00
1.219830999999999932e+01 1.003362255579634654e+00
1.222835000000000072e+01 1.003089031275552045e+00
1.225839999999999996e+01 1.002621351848351994e+00
1.228843999999999959e+01 1.001989669357787660e+00
1.231849000000000061e+01 1.001263050044616909e+00
1.234853000000000023e+01 1.000539092454574730e+00
1.237857999999999947e+01 9.999288087313304985e-01
1.240862000000000087e+01 9.995373873348984972e-01
1.243867000000000012e+01 9.994446736654504226e-01
1.246870999999999974e+01 9.996920010305370141e-01
1.249876000000000076e+01 1.000271572781196383e+00
1.252880000000000038e+01 1.001126030309031911e+00
1.255884999999999962e+01 1.002155616105960823e+00
1.258888999999999925e+01 1.003231873627796089e+00
1.261894000000000027e+01 1.004215884679954707e+00
1.264897999999999989e+01 1.004978371645679935e+00
1.267902999999999913e+01 1.005418156718487221e+00
1.270907000000000053e+01 1.005476236038619131e+00
1.273911999999999978e+01 1.005141574625857848e+00
1.276917000000000080e+01 1.004452187192681922e+00
1.279921000000000042e+01 1.003487255822507418e+00
1.282925999999999966e+01 1.002354234693537238e+00
1.285929999999999929e+01 1.001172572161865393e+00
1.288935000000000031e+01 1.000057623004089624e+00
1.291938999999999993e+01 9.991052700963056754e-01
1.294943999999999917e+01 9.983821316867114160e-01
1.297948000000000057e+01 9.979205997045305088e-01
1.300952999999999982e+01 9.977184867978536875e-01
1.303956999999999944e+01 9.977452908950596999e-01
1.306962000000000046e+01 9.979502757378335698e-01
1.309966000000000008e+01 9.982734892841726992e-01
1.312970999999999933e+01 9.986550105358185103e-01
1.315975000000000072e+01 9.990438218899703182e-01
1.318979999999999997e+01 9.994024839651238779e-01
1.321983999999999959e+01 9.997083119888547920e-01
1.324989000000000061e+01 9.999532133226975983e-01
1.327993000000000023e+01 1.000139672633332033e+00
1.330997999999999948e+01 1.000275466854092521e+00
1.334002000000000088e+01 1.000370291638496001e+00
1.337007000000000012e+01 1.000431917715886465e+00
1.340010999999999974e+01 1.000464381395921976e+00
1.343016000000000076e+01 1.000468682410000421e+00
1.346020000000000039e+01 1.000443769227466806e+00
1.349024999999999963e+01 1.000389545074093833e+00
1.352028999999999925e+01 1.000309621167777108e+00
